ID,Case Number,Place,PlaceID,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic
13514364,JH329182,Norwich,72,020XX W TOUHY AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True
13511917,JH325859,Coventry,48,057XX W HURON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13513334,JH327923,Coventry,48,034XX S DR MARTIN LUTHER KING JR DR,1365,CRIMINAL TRESPASS,TO RESIDENCE,CONVENIENCE STORE,False,False
13513243,JH327810,Middletown,60,070XX S HONORE ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,True
13510737,JH324714,Cromwell,44,015XX W 95TH ST,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,False,False
13511010,JH325069,Cromwell,44,024XX S CHRISTIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13510342,JH324249,Darien,7,059XX N RAVENSWOOD AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,OTHER (SPECIFY),False,False
13516169,JH329800,Manchester,5,070XX S MERRILL AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False
13510111,JH323900,New Britain,56,103XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,DEPARTMENT STORE,False,False
13510570,JH324356,Ridgefield,65,051XX S BISHOP ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13511059,JH325011,Hebron,47,083XX S INGLESIDE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False
13512547,JH324508,Meriden,32,081XX S BISHOP ST,0610,BURGLARY,FORCIBLE ENTRY,SCHOOL - PUBLIC BUILDING,False,False
13510303,JH324013,East Haddam,49,011XX W JACKSON BLVD,0331,ROBBERY,ATTEMPT AGGRAVATED,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False
13510944,JH324949,Granby,81,013XX S CLINTON ST,0860,THEFT,RETAIL THEFT,APPLIANCE STORE,True,False
13509904,JH323837,Bloomfield,6,029XX S MICHIGAN AVE,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False
13513014,JH326904,Barkhamsted,79,016XX W 95TH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False
13512984,JH327482,East Hampton,80,032XX N HALSTED ST,0810,THEFT,OVER $500,STREET,False,False
13511320,JH324547,Goshen,84,023XX W HARRISON ST,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),False,False
13511654,JH325834,Easton,50,005XX E 40TH ST,0560,ASSAULT,SIMPLE,STREET,False,False
13513547,JH328029,Colchester,37,008XX W BELMONT AVE,0560,ASSAULT,SIMPLE,SIDEWALK,True,False
13514294,JH329051,Madison,36,071XX S WOODLAWN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13512256,JH326677,Killingworth,33,062XX N HOYNE AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False
13516913,JH331104,New London,82,0000X E GOETHE ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,,False,False
13513253,JH327765,Bolton,77,030XX W CERMAK RD,2012,NARCOTICS,MANUFACTURE / DELIVER - COCAINE,ALLEY,True,False
13512167,JH326224,New London,82,020XX W NORTH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,False
13512801,JH325928,Meriden,32,032XX N MILWAUKEE AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SMALL RETAIL STORE,False,False
13513117,JH327213,Colebrook,76,0000X W 79TH ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,CTA BUS,False,False
13513404,JH327828,Burlington,19,002XX N CLARK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False
13510831,JH324813,Barkhamsted,79,071XX S MAPLEWOOD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13512676,JH326997,Cheshire,15,086XX W SUMMERDALE AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,APARTMENT,False,False
13511356,JH325350,New Britain,56,016XX E HYDE PARK BLVD,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,PARK PROPERTY,False,False
13513490,JH328058,Darien,7,033XX N HALSTED ST,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",SIDEWALK,False,False
13513278,JH327611,Bridgeport,45,0000X S DESPLAINES ST,0325,ROBBERY,VEHICULAR HIJACKING,STREET,False,False
13513002,JH327318,East Haddam,49,076XX S EXCHANGE AVE,0810,THEFT,OVER $500,GAS STATION,False,False
13512899,JH327419,Groton,1,054XX S JUSTINE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13512329,JH325462,Ansonia,26,011XX N LATROBE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True
13512435,JH326694,Easton,50,026XX S RIDGEWAY AVE,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False
13511216,JH325224,Bristol,9,061XX S ASHLAND AVE,0560,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False
13510226,JH324210,Norwich,72,102XX S PERRY AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,False,False
13512569,JH326834,Plainfield,61,066XX S INGLESIDE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,False,False
13511533,JH325581,East Granby,14,047XX N CENTRAL PARK AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False
13512016,JH326265,East Windsor,3,035XX N CLARK ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,STREET,False,False
13512709,JH327131,Stamford,73,078XX S SOUTH SHORE DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False
13513644,JH328140,Ellington,63,077XX S HALSTED ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13513162,JH327649,Bethany,38,043XX W MARQUETTE RD,0560,ASSAULT,SIMPLE,GAS STATION,False,False
13512993,JH327315,Middletown,60,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False
13514682,JH329383,Haddam,55,001XX W 103RD ST,0610,BURGLARY,FORCIBLE ENTRY,CONSTRUCTION SITE,False,False
13514847,JH329523,Colchester,37,063XX S CHAMPLAIN AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,True
13515967,JH326924,Avon,20,004XX E 63RD ST,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",CTA TRAIN,False,False
13512530,JH326805,New Fairfield,69,048XX S HERMITAGE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True
13510827,JH324917,Colebrook,76,021XX E 71ST ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False
13510745,JH324789,Chester,83,062XX S TROY ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,False,False
13514639,JH329376,Litchfield,59,091XX S EMERALD AVE,0820,THEFT,$500 AND UNDER,STREET,False,False
13512646,JH326978,Middletown,60,067XX S JEFFERY BLVD,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",VEHICLE - COMMERCIAL,False,False
13516404,JH330299,Ansonia,26,051XX W 55TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,AIRPORT PARKING LOT,False,False
13512486,JH326835,Canterbury,70,006XX E GRAND AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False
13514684,JH329431,Hebron,47,100XX S STATE ST,0460,BATTERY,SIMPLE,APARTMENT,False,False
13512779,JH327150,East Windsor,3,051XX S ARTESIAN AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,True
13512269,JH326562,Madison,36,023XX S KOLIN AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE,True,True
13511118,JH325329,Ridgefield,65,075XX S STONY ISLAND AVE,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",GROCERY FOOD STORE,False,False
13510021,JH323815,Barkhamsted,79,036XX E 106TH ST,0860,THEFT,RETAIL THEFT,COMMERCIAL / BUSINESS OFFICE,False,False
13510829,JH324750,Eastford,22,016XX W 95TH ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,False
13511792,JH325000,New London,82,006XX N TALMAN AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False
13513326,JH327836,Coventry,48,037XX W PALMER ST,0560,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),False,False
13510329,JH324246,Eastford,22,044XX N BROADWAY,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False
13512443,JH326419,Easton,50,006XX W HUBBARD ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False
13511684,JH325887,Greenwich,2,023XX N CENTRAL AVE,0850,THEFT,ATTEMPT THEFT,RESTAURANT,False,False
13511902,JH325946,Monroe,67,039XX W MONROE ST,0610,BURGLARY,FORCIBLE ENTRY,CONVENIENCE STORE,False,False
13513844,JH328406,Ellington,63,004XX W 61ST PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13514492,JH328709,Bolton,77,004XX N LA SALLE DR,0890,THEFT,FROM BUILDING,SIDEWALK,False,False
13510749,JH324612,Bethel,28,038XX W TAYLOR ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,OTHER (SPECIFY),False,False
13513315,JH327915,Hamden,57,025XX N KILBOURN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13518612,JH334029,Bethel,28,043XX N TROY ST,0810,THEFT,OVER $500,STREET,False,False
13511523,JH325673,Cheshire,15,072XX N CLAREMONT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True
13512637,JH325768,Branford,11,077XX S LAFLIN ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False
13512567,JH326845,Killingly,13,027XX W 103RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13513502,JH328066,Madison,36,037XX N BROADWAY,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,False,False
13511754,JH325964,Preston,78,019XX S SAWYER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True
13512644,JH327092,Bloomfield,6,009XX W ADDISON ST,0264,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,False,False
13511800,JH326059,Killingworth,33,037XX N OTTAWA AVE,0820,THEFT,$500 AND UNDER,STREET,False,False
13513119,JH327597,Stamford,73,0000X N CENTRAL PARK DR,2091,NARCOTICS,FORFEIT PROPERTY,PARK PROPERTY,True,False
13510879,JH324674,Cromwell,44,008XX E 64TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False
13513241,JH327707,Avon,20,001XX W 63RD ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,STREET,True,True
13510893,JH324911,New London,82,006XX W ROOSEVELT RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False
13511733,JH324881,Lebanon,27,059XX S TROY ST,0320,ROBBERY,STRONG ARM - NO WEAPON,APARTMENT,False,False
13513307,JH327831,Hebron,47,063XX S JUSTINE ST,0460,BATTERY,SIMPLE,STREET,False,False
13514317,JH327851,Ledyard,68,103XX S EWING AVE,0460,BATTERY,SIMPLE,STREET,False,False
13512553,JH326856,Granby,81,044XX N WESTERN AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,False,False
13510468,JH324373,Griswold,4,048XX N AVERS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True
13511233,JH325076,New Canaan,66,012XX N CENTRAL AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,GAS STATION,False,False
13511015,JH325158,Cromwell,44,007XX N HOMAN AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False
13513586,JH327114,Hartford,16,066XX S ST LAWRENCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13512491,JH326851,Berlin,24,001XX N LOREL AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,True
13514507,JH328351,Colebrook,76,053XX S Michigan Ave,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False
13513115,JH327542,Canaan,35,054XX W FULTON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13512914,JH327309,East Haddam,49,039XX W 44TH ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False
13513761,JH328122,New London,82,122XX S PEORIA ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False
13520387,JH335793,Haddam,55,071XX S DAMEN AVE,1751,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,False,True
13518540,JH327110,Enfield,39,122XX S TORRENCE AVE,0560,ASSAULT,SIMPLE,STREET,False,False
13514462,JH328671,Meriden,32,019XX N HALSTED ST,0890,THEFT,FROM BUILDING,RESTAURANT,False,False
13510249,JH323931,Bolton,77,054XX S KENNETH AVE,0440,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,False,False
13512081,JH326356,Bethel,28,085XX S KEDZIE AVE,0810,THEFT,OVER $500,APARTMENT,False,False
13514157,JH328975,East Hampton,80,034XX N CLARK ST,0810,THEFT,OVER $500,RESTAURANT,False,False
13513902,JH328532,Eastford,22,026XX W WALTON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13517421,JH328667,New Canaan,66,059XX W LE MOYNE ST,0820,THEFT,$500 AND UNDER,STREET,False,False
13519354,JH334747,Lebanon,27,052XX W CUYLER AVE,0291,CRIMINAL SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,RESIDENCE,False,False
13510702,JH324686,Farmington,23,022XX S SAWYER AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,APARTMENT,False,True
13515259,JH330114,Bloomfield,6,010XX N AUSTIN BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,False,False
13514519,JH329267,East Haven,17,009XX W BUENA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13513386,JH327489,Burlington,19,020XX W Farragut AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False
13513142,JH327603,Bethany,38,061XX S DORCHESTER AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,False,False
13512289,JH326578,New London,82,021XX S WENTWORTH AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,False,False
13511731,JH325940,Lebanon,27,008XX E 63RD ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13512819,JH327295,Bridgeport,45,048XX W WEST END AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False
13512296,JH326635,Bethlehem,12,016XX W 47TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,TAVERN / LIQUOR STORE,False,False
13512228,JH326441,East Haven,17,047XX S COTTAGE GROVE AVE,0560,ASSAULT,SIMPLE,STREET,False,False
13514007,JH327308,Bridgewater,51,019XX W 47TH ST,0313,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False
13513372,JH327144,New Britain,56,051XX N TRIPP AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False
13515293,JH330074,Bethel,28,027XX W 15TH ST,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,HOSPITAL BUILDING / GROUNDS,False,False
13518152,JH329337,Barkhamsted,79,067XX N SHERIDAN RD,0890,THEFT,FROM BUILDING,APARTMENT,False,False
13513661,JH328137,Easton,50,049XX N PULASKI RD,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,False,False
13514670,JH329415,Morris,75,016XX S SAWYER AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,False,True
13511907,JH326119,Coventry,48,006XX N CENTRAL PARK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13520308,JH336170,Clinton,64,0000X N WESTERN AVE,0810,THEFT,OVER $500,SIDEWALK,False,False
13513303,JH327907,Hampton,74,008XX W BELMONT AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,True,False
13512861,JH327224,Berlin,24,012XX N CLARK ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13510259,JH324050,Bethlehem,12,035XX W 62ND PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False
13513609,JH327115,Goshen,84,0000X N HOMAN BLVD,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False
13510794,JH324695,Burlington,19,026XX N ELSTON AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False
13510960,JH323908,Enfield,39,023XX E 70TH ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True
13511483,JH325609,Barkhamsted,79,015XX N MASSASOIT AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False
13512750,JH327212,Bethany,38,059XX N WINTHROP AVE,0460,BATTERY,SIMPLE,APARTMENT,False,False
13512746,JH327200,Farmington,23,006XX N CLARK ST,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False
13510469,JH324391,Lyme,42,003XX E 119TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True
13513434,JH327623,Beacon Falls,25,061XX S DORCHESTER AVE,0810,THEFT,OVER $500,STREET,False,False
13511087,JH325013,Goshen,84,070XX S HALSTED ST,0560,ASSAULT,SIMPLE,GROCERY FOOD STORE,False,False
13512114,JH326479,East Hampton,80,009XX N RUSH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False
13512791,JH327257,New Canaan,66,014XX W OAKDALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False
13511476,JH325550,Killingly,13,050XX S WABASH AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False
13512722,JH327172,Berlin,24,034XX W 38TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13516442,JH329920,Darien,7,039XX S ASHLAND AVE,0810,THEFT,OVER $500,VEHICLE - COMMERCIAL,False,False
13511775,JH325987,Eastford,22,031XX W ARMITAGE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False
13513360,JH327971,Preston,78,049XX N GLENWOOD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13511643,JH325799,Killingly,13,003XX E RANDOLPH ST,0460,BATTERY,SIMPLE,RESIDENCE - GARAGE,False,False
13513823,JH328390,Brookfield,18,080XX S JEFFERY BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False
13510904,JH324972,Haddam,55,040XX N CICERO AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False
13517251,JH332423,Killingly,13,005XX N LONG AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13510371,JH324301,Essex,40,052XX W ADAMS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,False,True
13512065,JH326360,Middletown,60,033XX N HALSTED ST,0870,THEFT,POCKET-PICKING,TAVERN / LIQUOR STORE,False,False
13515468,JH329230,Bozrah,43,110XX S ARTESIAN AVE,0810,THEFT,OVER $500,STREET,False,False
13510286,JH324045,Colchester,37,038XX W 16TH ST,0560,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False
13511599,JH325633,Kent,10,005XX S OAKLEY BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False
13511281,JH324535,Chester,83,005XX N KINGSBURY ST,0810,THEFT,OVER $500,ATHLETIC CLUB,False,False
13512312,JH326372,Hampton,74,002XX N MORGAN ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True
13512341,JH326556,Clinton,64,051XX W JACKSON BLVD,0460,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,False,False
13512441,JH326640,Norwich,72,061XX S TROY ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13510741,JH324729,Coventry,48,081XX S INGLESIDE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False
13512982,JH327262,Colchester,37,018XX W DIVISION ST,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,False,False
13511677,JH324811,Derby,46,118XX S HALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True
13510538,JH324417,Granby,81,0000X E RANDOLPH ST,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False
13513171,JH327711,Colebrook,76,008XX N MICHIGAN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,SMALL RETAIL STORE,False,False
13512902,JH327412,Manchester,5,066XX S RHODES AVE,0810,THEFT,OVER $500,STREET,False,False
13511587,JH325613,Haddam,55,076XX S MAY ST,0810,THEFT,OVER $500,APARTMENT,False,True
13513151,JH327726,Berlin,24,017XX W DIVISION ST,0810,THEFT,OVER $500,SIDEWALK,False,False
13512635,JH327077,Ellington,63,043XX W ARMITAGE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False
13514072,JH328868,Farmington,23,127XX S PEORIA ST,0820,THEFT,$500 AND UNDER,STREET,False,False
13511797,JH325977,Coventry,48,040XX S ELLIS AVE,0810,THEFT,OVER $500,RESIDENCE - YARD (FRONT / BACK),False,False
13510013,JH323726,Darien,7,025XX W CHICAGO AVE,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",SIDEWALK,False,False
13513213,JH327816,Essex,40,017XX W 119TH ST,0320,ROBBERY,STRONG ARM - NO WEAPON,SMALL RETAIL STORE,False,False
13513214,JH327788,Groton,1,031XX N NORDICA AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False
13512622,JH327023,Bolton,77,017XX S ASHLAND AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,True,True
13510620,JH324559,Chester,83,034XX W 55TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13513380,JH327139,Coventry,48,052XX W AINSLIE ST,1360,CRIMINAL TRESPASS,TO VEHICLE,APARTMENT,False,False
13512045,JH326311,East Granby,14,049XX W PATTERSON AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),False,False
13510225,JH323794,Farmington,23,025XX W NORTH AVE,0330,ROBBERY,AGGRAVATED,COMMERCIAL / BUSINESS OFFICE,False,False
13513079,JH327311,Goshen,84,034XX S INDIANA AVE,0460,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,False,False
13515214,JH327456,Ledyard,68,047XX S WESTERN AVE,0560,ASSAULT,SIMPLE,CONVENIENCE STORE,False,False
13512641,JH326955,East Hartford,30,048XX W ARMITAGE AVE,0890,THEFT,FROM BUILDING,STREET,True,True
13511404,JH325546,Preston,78,076XX S CICERO AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,False,False
13512439,JH326566,Greenwich,2,006XX E 90TH PL,0560,ASSAULT,SIMPLE,RESIDENCE,False,True
13511518,JH325737,East Lyme,8,055XX W DIVERSEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,GAS STATION,False,True
13512942,JH327439,Plainfield,61,026XX W MAYPOLE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13514735,JH329354,Barkhamsted,79,026XX E 79TH ST,0810,THEFT,OVER $500,CLEANING STORE,False,False
13511955,JH326188,Mansfield,41,043XX N CLARK ST,0560,ASSAULT,SIMPLE,SIDEWALK,True,False
13511399,JH325549,Branford,11,001XX E 115TH ST,0810,THEFT,OVER $500,RESIDENCE,False,True
13512881,JH327180,Ridgefield,65,028XX W FOSTER AVE,0460,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,False,False
13513224,JH327847,Beacon Falls,25,024XX S LEAVITT ST,0820,THEFT,$500 AND UNDER,STREET,False,False
13511371,JH325500,East Lyme,8,003XX N PEORIA ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13510501,JH324407,Chaplin,53,008XX N AVERS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False
13510968,JH325063,Canaan,35,075XX S WABASH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False
13521319,JH329297,Bozrah,43,067XX S ELIZABETH ST,0820,THEFT,$500 AND UNDER,STREET,False,False
13510915,JH324854,Brookfield,18,100XX S DR MARTIN LUTHER KING JR DR,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,STREET,False,False
13511355,JH324133,Bethany,38,042XX W ROOSEVELT RD,0460,BATTERY,SIMPLE,STREET,False,False
13513817,JH328388,Manchester,5,022XX E 81ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13519054,JH334746,Berlin,24,021XX E 91ST ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13513641,JH328179,Greenwich,2,076XX S VERNON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13515746,JH329642,Ellington,63,0000X E Randolph St,0890,THEFT,FROM BUILDING,RESTAURANT,False,False
13511190,JH324362,Hartford,16,049XX S ASHLAND AVE,0340,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,STREET,False,False
13512615,JH326979,Guilford,21,078XX S HALSTED ST,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",POLICE FACILITY / VEHICLE PARKING LOT,False,False
13514850,JH326873,Bloomfield,6,014XX W 81ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13511706,JH325921,Mansfield,41,057XX W SUNNYSIDE AVE,0810,THEFT,OVER $500,STREET,False,False
13510614,JH324562,Lyme,42,069XX S MICHIGAN AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE - GARAGE,False,False
13513574,JH328119,Avon,20,008XX W FLETCHER ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13510138,JH324136,Killingly,13,0000X E 111TH ST,2025,NARCOTICS,POSSESS - HALLUCINOGENS,RESTAURANT,True,False
13511795,JH325960,Naugatuck,58,037XX S UNION AVE,0820,THEFT,$500 AND UNDER,STREET,False,False
13513743,JH328126,Essex,40,025XX W FARRAGUT AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,False,True
