ID,Case Number,Place,PlaceID,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic
13511106,JH325112,Berlin,24,007XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False
13513007,JH327463,Canterbury,70,037XX W 30TH ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False
13516958,JH331137,Granby,81,008XX W MONTROSE AVE,0890,THEFT,FROM BUILDING,APARTMENT,False,False
13513541,JH328124,Glastonbury,34,067XX S WABASH AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE - YARD (FRONT / BACK),False,False
13513616,JH328130,Ansonia,26,022XX W DEVON AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False
28218,JH327052,New Canaan,66,005XX E 76TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False
13516576,JH330728,Middletown,60,036XX N CLARK ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False
13513878,JH328389,East Windsor,3,011XX W 35TH ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False
13511078,JH324263,Fairfield,52,062XX S ASHLAND AVE,0340,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,STREET,False,False
13512857,JH327301,Manchester,5,032XX W 38TH PL,0820,THEFT,$500 AND UNDER,STREET,False,False
13512336,JH326410,Haddam,55,060XX S COTTAGE GROVE AVE,0850,THEFT,ATTEMPT THEFT,GROCERY FOOD STORE,False,False
13512838,JH326318,East Hampton,80,0000X S MASON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13512962,JH327457,Danbury,31,079XX S WABASH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13510550,JH324409,East Lyme,8,055XX S SPRINGFIELD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13513289,JH327917,Farmington,23,044XX N BROADWAY,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,SIDEWALK,True,False
13510850,JH324790,East Hartford,30,050XX N BROADWAY,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",RESTAURANT,True,False
13510679,JH324625,Brookfield,18,115XX S PERRY AVE,0810,THEFT,OVER $500,STREET,False,False
13512437,JH326646,Plainfield,61,003XX N STATE ST,0820,THEFT,$500 AND UNDER,STREET,False,False
13513531,JH328063,Monroe,67,009XX W BELMONT AVE,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",CTA STATION,True,False
13510472,JH324368,Hartford,16,020XX W MORSE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,True
13512503,JH326461,Litchfield,59,077XX S GREEN ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,APARTMENT,False,True
13516635,JH330676,Plainfield,61,029XX W 47TH ST,0313,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,TAVERN / LIQUOR STORE,False,False
13512805,JH327283,Hebron,47,038XX W 38TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13512925,JH327433,Hampton,74,001XX N MASON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13512642,JH327039,Meriden,32,060XX N ARTESIAN AVE,0810,THEFT,OVER $500,STREET,False,False
13512686,JH325442,Granby,81,003XX W NORTH AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,RESTAURANT,False,False
13510367,JH324012,Morris,75,040XX W MADISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True
13516564,JH331731,Bridgewater,51,064XX W HIGGINS AVE,0860,THEFT,RETAIL THEFT,OTHER (SPECIFY),False,False
13510261,JH324126,Madison,36,057XX S HALSTED ST,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,False,False
13510313,JH324092,New Fairfield,69,0000X S HOYNE AVE,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,False,False
13511140,JH325235,Ridgefield,65,048XX N WOLCOTT AVE,0810,THEFT,OVER $500,STREET,False,False
13511055,JH325285,East Windsor,3,031XX N BROADWAY,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESTAURANT,False,True
13512161,JH326449,East Lyme,8,002XX W 80TH ST,0460,BATTERY,SIMPLE,APARTMENT,False,False
13510220,JH324214,Brooklyn,71,012XX S SPRINGFIELD AVE,2026,NARCOTICS,POSSESS - PCP,SIDEWALK,True,False
13512738,JH327184,East Hampton,80,018XX S ST LOUIS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13510395,JH324349,Madison,36,027XX N CALIFORNIA AVE,0890,THEFT,FROM BUILDING,OTHER (SPECIFY),False,False
28216,JH326915,East Haddam,49,032XX W FRANKLIN BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False
13517282,JH332577,Canaan,35,015XX N LATROBE AVE,0266,CRIMINAL SEXUAL ASSAULT,PREDATORY,APARTMENT,False,True
13511971,JH326261,East Haddam,49,058XX N HARLEM AVE,0460,BATTERY,SIMPLE,STREET,False,False
13511157,JH325302,Monroe,67,059XX S EMERALD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True
13510114,JH323766,Mansfield,41,049XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13511623,JH324961,East Hartford,30,024XX W DIVISION ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13512688,JH327063,Bridgewater,51,002XX N DEARBORN ST,0320,ROBBERY,STRONG ARM - NO WEAPON,CTA BUS STOP,False,False
13512584,JH326932,Colchester,37,007XX W SCHILLER ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False
13511889,JH326002,Morris,75,078XX S INDIANA AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False
13510310,JH324063,Coventry,48,021XX W 95TH ST,0820,THEFT,$500 AND UNDER,RESTAURANT,False,False
13512990,JH327437,Monroe,67,016XX N CENTRAL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True
13511936,JH325602,Hampton,74,072XX S SOUTH SHORE DR,0460,BATTERY,SIMPLE,APARTMENT,False,False
13511640,JH325119,Mansfield,41,025XX W CERMAK RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False
13512680,JH327082,East Haddam,49,016XX N WELLS ST,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,False,False
13510799,JH324712,East Haddam,49,025XX N KEDZIE BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13512073,JH326073,Easton,50,007XX E 92ND PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False
13510495,JH324433,Hebron,47,054XX S HALSTED ST,1310,CRIMINAL DAMAGE,TO PROPERTY,ABANDONED BUILDING,False,False
13513350,JH327293,Canaan,35,058XX W 63RD ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False
13511903,JH325391,Cromwell,44,064XX N RIDGE BLVD,0460,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,False,False
13510746,JH324691,East Hartford,30,0000X E 75TH ST,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,True,False
13514024,JH328650,Killingworth,33,021XX N MILWAUKEE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,False,False
13513715,JH328144,East Granby,14,001XX N KARLOV AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13513185,JH327668,Fairfield,52,035XX W 84TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True
13514641,JH326642,Ellington,63,075XX S WENTWORTH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,False,False
13511398,JH325570,Bethany,38,065XX S HARVARD AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False
13511229,JH325320,Guilford,21,002XX W 79TH ST,0560,ASSAULT,SIMPLE,STREET,False,False
13510253,JH324196,East Haddam,49,031XX S HALSTED ST,1330,CRIMINAL TRESPASS,TO LAND,POLICE FACILITY / VEHICLE PARKING LOT,True,False
13514471,JH328375,Groton,1,020XX W Division St,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,RESTAURANT,False,False
13512921,JH327422,Ledyard,68,034XX N OLEANDER AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,False,False
13510955,JH325041,Bethlehem,12,052XX W BELDEN AVE,0810,THEFT,OVER $500,STREET,False,False
13512295,JH326614,Branford,11,039XX S PRINCETON AVE,0810,THEFT,OVER $500,STREET,False,False
13511492,JH325656,Granby,81,072XX S BENNETT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True
13512359,JH325877,Hebron,47,005XX N MICHIGAN AVE,0870,THEFT,POCKET-PICKING,SIDEWALK,False,False
13514216,JH328888,Madison,36,109XX S DOTY AVE W,0820,THEFT,$500 AND UNDER,OTHER (SPECIFY),False,False
13511455,JH325573,Brooklyn,71,051XX W LAKE ST,0460,BATTERY,SIMPLE,CTA PLATFORM,False,False
13512762,JH327216,Hartford,16,031XX W 79TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13510521,JH324463,Goshen,84,066XX N OKETO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13514368,JH329288,Stamford,73,087XX W EVELYN LN,0820,THEFT,$500 AND UNDER,APARTMENT,False,False
13513246,JH327647,Kent,10,054XX N WINTHROP AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True
13514233,JH329024,Kent,10,039XX N BROADWAY,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,SIDEWALK,False,True
13512299,JH326595,East Lyme,8,026XX W CERMAK RD,0820,THEFT,$500 AND UNDER,RESTAURANT,False,False
13512560,JH326899,Hampton,74,021XX W SUMMERDALE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False
13514169,JH328191,Branford,11,036XX N HALSTED ST,0870,THEFT,POCKET-PICKING,SIDEWALK,False,False
13511956,JH326277,Granby,81,003XX E ILLINOIS ST,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,False,False
13513048,JH327298,Avon,20,030XX W LAKE ST,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,False,False
13512619,JH326902,Greenwich,2,040XX W HARRISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True
13511814,JH326094,Brooklyn,71,019XX W CERMAK RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False
13512356,JH326549,Clinton,64,041XX W 15TH ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,True
13512260,JH326626,Glastonbury,34,089XX S SOUTH CHICAGO AVE,0460,BATTERY,SIMPLE,STREET,False,False
13512156,JH326558,East Hampton,80,025XX W MONTROSE AVE,0460,BATTERY,SIMPLE,HOSPITAL BUILDING / GROUNDS,False,False
13513618,JH328226,Hampton,74,008XX W ADDISON ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,True,False
13511057,JH324984,Kent,10,083XX S JUSTINE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13512372,JH326213,East Granby,14,012XX W GEORGE ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE - YARD (FRONT / BACK),False,False
13510922,JH323960,Cromwell,44,067XX S CLYDE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13515393,JH330305,Colebrook,76,042XX S PRINCETON AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False
13509828,JH323685,Killingly,13,005XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,CTA PLATFORM,True,False
13511112,JH325189,Middletown,60,035XX S WOOD ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False
13512193,JH326561,Bolton,77,008XX W BLACKHAWK ST,0820,THEFT,$500 AND UNDER,STREET,False,False
13512854,JH327345,Canton,29,051XX S HARPER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13512424,JH326662,Ridgefield,65,039XX W FULLERTON AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False
13510125,JH324170,Enfield,39,024XX W PRATT BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13514296,JH327781,Cheshire,15,062XX S INDIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True
13512719,JH326198,Haddam,55,014XX W BIRCHWOOD AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,False,False
13513638,JH328138,Avon,20,017XX N LOTUS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True
13513558,JH328110,Killingly,13,009XX W BELMONT AVE,0554,ASSAULT,"AGGRAVATED POLICE OFFICER - HANDS, FISTS, FEET, NO INJURY",RESTAURANT,True,False
13513625,JH327185,Killingly,13,046XX W NORTH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,True
13515760,JH329667,Griswold,4,005XX N CLARK ST,0870,THEFT,POCKET-PICKING,STREET,False,False
13513093,JH327543,Canaan,35,100XX S COMMERCIAL AVE,0810,THEFT,OVER $500,STREET,False,False
13513961,JH328484,Colebrook,76,016XX N MC VICKER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13511551,JH325706,Deep River,54,003XX S WABASH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13513233,JH327630,Danbury,31,002XX E 121ST PL,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,False,True
13510873,JH324751,Coventry,48,048XX W FULLERTON AVE,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,False
13512731,JH326933,New Canaan,66,040XX W 115TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13511877,JH326164,Bridgewater,51,062XX N KEDZIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13514112,JH327782,Coventry,48,012XX S LAKE SHORE DR SB,0820,THEFT,$500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,False,False
13513544,JH327929,Preston,78,104XX S LONGWOOD DR,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,PARK PROPERTY,False,False
13512968,JH326548,Ellington,63,015XX W VAN BUREN ST,0820,THEFT,$500 AND UNDER,STREET,False,False
13511863,JH326021,Bethlehem,12,052XX S ASHLAND AVE,0610,BURGLARY,FORCIBLE ENTRY,ABANDONED BUILDING,False,False
13513401,JH327140,Ellington,63,046XX W BELMONT AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,False
13514084,JH328846,Brooklyn,71,008XX W 76TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13511975,JH326295,Greenwich,2,066XX N ODELL AVE,0810,THEFT,OVER $500,STREET,False,False
13513669,JH328182,Preston,78,060XX S NORMAL BLVD,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False
13512304,JH326752,Ansonia,26,016XX N NEVA AVE,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,CTA BUS,True,False
13510561,JH324468,Darien,7,110XX S VERNON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13512473,JH326519,Mansfield,41,003XX W VAN BUREN ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False
13512464,JH326793,Naugatuck,58,069XX S MICHIGAN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,False,False
13511670,JH325853,New Canaan,66,024XX S ST LOUIS AVE,0820,THEFT,$500 AND UNDER,STREET,False,False
13511277,JH324960,Enfield,39,052XX N LIANO AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,False,False
13510458,JH324332,Farmington,23,015XX W DIVISION ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True
13512700,JH326177,Berlin,24,068XX S PARNELL AVE,0820,THEFT,$500 AND UNDER,STREET,False,False
13519723,JH335151,New Fairfield,69,026XX W EVERGREEN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13511602,JH325793,Hampton,74,001XX E 50TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,False,True
13512818,JH326991,New Canaan,66,001XX N MICHIGAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13512293,JH326524,New Britain,56,009XX W RANDOLPH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False
13515141,JH327447,Kent,10,059XX S GREEN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - YARD (FRONT / BACK),False,True
13514373,JH327928,East Hampton,80,004XX S KOSTNER AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,GAS STATION,False,False
13512504,JH326651,Norwich,72,070XX S RACINE AVE,0810,THEFT,OVER $500,STREET,False,False
13512058,JH326241,Clinton,64,0000X W 87TH ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CTA PLATFORM,True,False
13510527,JH324327,Chaplin,53,045XX N WOLCOTT AVE,0560,ASSAULT,SIMPLE,ALLEY,False,False
13509958,JH323913,Cromwell,44,087XX S SANGAMON ST,0560,ASSAULT,SIMPLE,RESIDENCE,False,True
13518059,JH333005,Derby,46,031XX N KENMORE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13511958,JH326199,Hampton,74,078XX S JEFFERY BLVD,5111,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,STREET,True,False
13511732,JH325939,Essex,40,038XX W MADISON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GROCERY FOOD STORE,False,False
13512935,JH327458,Burlington,19,039XX W HURON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13514239,JH329006,Hartford,16,012XX W AUGUSTA BLVD,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,False,True
13512570,JH326896,Cromwell,44,058XX S MAPLEWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True
13514009,JH328686,Bozrah,43,037XX W CONGRESS PKWY,0340,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,PARK PROPERTY,False,False
13512426,JH326801,Burlington,19,049XX W HARRISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True
13510332,JH324278,Litchfield,59,025XX W LOGAN SD,0810,THEFT,OVER $500,STREET,False,False
13510328,JH324268,Essex,40,006XX W MONTROSE DR,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False
13512703,JH326184,East Haven,17,0000X S AUSTIN BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13512513,JH325815,East Haven,17,012XX W 87TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13513460,JH327776,Bristol,9,090XX S WALLACE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13513511,JH328064,East Haddam,49,031XX N CLARK ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,True,False
13515162,JH329928,Bethlehem,12,071XX S WOODLAWN AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,False,True
13513189,JH327763,Berlin,24,062XX N WINTHROP AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13512576,JH326908,Granby,81,001XX N LARAMIE AVE,0820,THEFT,$500 AND UNDER,PARK PROPERTY,False,False
13512749,JH327186,Essex,40,033XX W MADISON ST,2027,NARCOTICS,POSSESS - CRACK,CTA BUS STOP,True,False
13511219,JH324215,Hartford,16,057XX S HONORE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - YARD (FRONT / BACK),False,True
13511488,JH325524,Beacon Falls,25,021XX N ASHLAND AVE,0810,THEFT,OVER $500,GROCERY FOOD STORE,False,False
13511225,JH325254,Ansonia,26,011XX S CLINTON ST,2820,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,False,False
13513526,JH328089,Kent,10,005XX W 62ND ST,0810,THEFT,OVER $500,STREET,False,False
13509930,JH323759,Hebron,47,042XX W FERDINAND ST,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False
13513302,JH327869,Bristol,9,002XX W 69TH ST,0560,ASSAULT,SIMPLE,NURSING / RETIREMENT HOME,False,False
13510763,JH324697,Canaan,35,072XX S PHILLIPS AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE,False,True
13512225,JH326445,Colchester,37,106XX S HAMILTON AVE,4389,OTHER OFFENSE,VIOLATION GPS MONITORING DEVICE,RESIDENCE,False,False
13511869,JH326129,Bridgewater,51,024XX S DRAKE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False
13512254,JH326631,New Britain,56,003XX E ERIE ST,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),False,True
13510311,JH324213,Colchester,37,029XX W HARRISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13513395,JH327935,Burlington,19,013XX W FULLERTON AVE,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,False,False
13515609,JH328010,Ridgefield,65,081XX S BISHOP ST,1330,CRIMINAL TRESPASS,TO LAND,SCHOOL - PUBLIC BUILDING,False,False
13513534,JH327095,Manchester,5,015XX W FULTON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13513324,JH327876,Monroe,67,028XX S SACRAMENTO AVE,0460,BATTERY,SIMPLE,PARK PROPERTY,False,False
13513259,JH327868,Berlin,24,001XX S HAMLIN BLVD,0810,THEFT,OVER $500,STREET,False,False
13513086,JH327614,Bozrah,43,006XX N ST CLAIR ST,0820,THEFT,$500 AND UNDER,RESTAURANT,False,False
28213,JH324782,Stamford,73,005XX E 51ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOSPITAL,False,False
13514251,JH329039,Eastford,22,044XX S GREENWOOD AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False
13512130,JH326532,Coventry,48,080XX S HALSTED ST,1360,CRIMINAL TRESPASS,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False
13522006,JH338140,Chester,83,071XX W ADDISON ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False
13510518,JH324451,Mansfield,41,099XX S YATES AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True
13510445,JH324416,New London,82,033XX N ORIOLE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True
13512448,JH326825,Barkhamsted,79,044XX N BROADWAY,0320,ROBBERY,STRONG ARM - NO WEAPON,TAVERN / LIQUOR STORE,False,False
13510801,JH324767,Bridgewater,51,018XX N MOBILE AVE,0810,THEFT,OVER $500,RESIDENCE,False,True
13513313,JH327813,Brooklyn,71,020XX W 51ST ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False
13513532,JH326938,Manchester,5,001XX S HALSTED ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,False,True
13510035,JH323965,Hartford,16,023XX N KEATING AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,True,False
13509966,JH323970,Preston,78,008XX W ALDINE AVE,0560,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False
13513296,JH327827,New Canaan,66,002XX S DEARBORN ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,CTA STATION,False,False
13511598,JH325790,East Granby,14,005XX W KINZIE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,BAR OR TAVERN,False,False
13510862,JH324742,Farmington,23,011XX N MASON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True
13510449,JH324354,East Lyme,8,023XX W JACKSON BLVD,2896,PUBLIC PEACE VIOLATION,TIRE DEFLATION DEVICE DEPLOYMENT,STREET,False,False
13514460,JH328618,East Lyme,8,024XX N KEDZIE BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,False
13513381,JH327651,East Lyme,8,013XX W Fullerton Ave,0890,THEFT,FROM BUILDING,ATHLETIC CLUB,False,False
13513127,JH327601,Greenwich,2,016XX N CENTRAL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True
13512498,JH326755,Chester,83,051XX W JACKSON BLVD,0860,THEFT,RETAIL THEFT,ALLEY,True,False
13510493,JH324460,Essex,40,070XX S EAST END AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,False,False
13514469,JH328352,Middletown,60,008XX N MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False
13511893,JH326132,East Lyme,8,001XX N CENTRAL AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,True
13514470,JH328370,Cromwell,44,013XX W ESTES AVE,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,False,False
13514975,JH329730,Coventry,48,019XX N WASHTENAW AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13512661,JH326945,New Fairfield,69,035XX N TROY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13511993,JH325501,Cromwell,44,013XX W CORNELIA AVE,0560,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False
13514781,JH328003,Manchester,5,006XX S STATE ST,0810,THEFT,OVER $500,CTA TRAIN,False,False
13510049,JH323845,Darien,7,008XX W NORTH AVE,0460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False
13511558,JH325663,Groton,1,078XX S YATES BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,False,False
13512780,JH327108,Bozrah,43,083XX S KEDZIE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,False,False
13513107,JH327618,Greenwich,2,037XX W IOWA ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13512199,JH326538,Easton,50,051XX N MILWAUKEE AVE,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,POLICE FACILITY / VEHICLE PARKING LOT,True,False
13514945,JH328609,Colebrook,76,069XX S PAXTON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13515540,JH330300,New Canaan,66,069XX S HARVARD AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False
13511582,JH325739,Easton,50,055XX W MONTROSE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True
